1731361417.180889,10.10.1.100:58218,0,1,28,68093,257.793
1731361417.181640,10.10.1.100:58228,,,21,46373,166.32
1731361417.211042,10.10.1.100:58230,0,1,21,47821,242.943
1731361417.211475,10.10.1.100:58218,0,1,30,73885,281.55
1731361417.212284,10.10.1.100:58228,,,21,46373,166.32
1731361417.241319,10.10.1.100:58230,0,1,21,47821,242.943
1731361417.241752,10.10.1.100:58218,0,1,32,79677,303.893
1731361417.242519,10.10.1.100:58228,,,21,46373,166.32
1731361417.271955,10.10.1.100:58230,0,1,21,47821,242.943
1731361417.272417,10.10.1.100:58218,0,1,34,85469,324.987
1731361417.273230,10.10.1.100:58228,,,21,46373,166.32
1731361417.302329,10.10.1.100:58230,0,1,21,47821,242.943
1731361417.302785,10.10.1.100:58218,0,1,36,91261,344.946
1731361417.303642,10.10.1.100:58228,,,21,46373,166.32
1731361417.333030,10.10.1.100:58230,0,1,21,47821,242.943
1731361417.333463,10.10.1.100:58218,0,1,40,102845,381.919
1731361417.334317,10.10.1.100:58228,,,21,46373,166.32
1731361417.363805,10.10.1.100:58230,0,1,21,47821,242.943
1731361417.364282,10.10.1.100:58218,0,1,40,102845,381.919
1731361417.365126,10.10.1.100:58228,,,24,55061,280.789
1731361417.394405,10.10.1.100:58230,0,1,21,47821,242.943
1731361417.394839,10.10.1.100:58218,0,1,40,102845,381.919
1731361417.395652,10.10.1.100:58228,,,26,60853,338.447
1731361417.424911,10.10.1.100:58230,0,1,21,47821,242.943
1731361417.425358,10.10.1.100:58218,0,1,40,102845,381.919
1731361417.426136,10.10.1.100:58228,,,29,69541,405.48
1731361417.455556,10.10.1.100:58230,0,1,21,47821,242.943
1731361417.455987,10.10.1.100:58218,0,1,40,102845,381.919
1731361417.456747,10.10.1.100:58228,,,30,72437,424.444
1731361417.485798,10.10.1.100:58230,0,1,21,47821,242.943
1731361417.486278,10.10.1.100:58218,0,1,40,102845,381.919
1731361417.487131,10.10.1.100:58228,,,34,84021,459.94
1731361417.516372,10.10.1.100:58230,0,1,21,47821,242.943
1731361417.516805,10.10.1.100:58218,0,1,40,102845,381.919
1731361417.517676,10.10.1.100:58228,,,36,89813,476.656
1731361417.546744,10.10.1.100:58230,0,1,21,47821,242.943
1731361417.547253,10.10.1.100:58218,0,1,40,102845,381.919
1731361417.548107,10.10.1.100:58228,,,38,95605,492.783
1731361417.577423,10.10.1.100:58230,0,1,21,47821,242.943
1731361417.577878,10.10.1.100:58218,0,1,40,102845,381.919
1731361417.578752,10.10.1.100:58228,,,40,101397,509.912
1731361417.608131,10.10.1.100:58230,0,1,24,56509,372.14
1731361417.608648,10.10.1.100:58218,0,1,40,102845,381.919
1731361417.609464,10.10.1.100:58228,,,40,101397,509.912
1731361417.638582,10.10.1.100:58230,0,1,25,59405,407.345
1731361417.639016,10.10.1.100:58218,0,1,40,102845,381.919
1731361417.639829,10.10.1.100:58228,,,40,101397,509.912
1731361417.669023,10.10.1.100:58230,0,1,28,68093,494.272
1731361417.669489,10.10.1.100:58218,0,1,40,102845,381.919
1731361417.670364,10.10.1.100:58228,,,40,101397,509.912
1731361417.699946,10.10.1.100:58230,0,1,30,73885,538.916
1731361417.700401,10.10.1.100:58218,0,1,40,102845,381.919
1731361417.701212,10.10.1.100:58228,,,40,101397,509.912
1731361417.730521,10.10.1.100:58230,0,1,33,82573,591.752
1731361417.731031,10.10.1.100:58218,0,1,40,102845,381.919
1731361417.731845,10.10.1.100:58228,,,40,101397,509.912
1731361417.761169,10.10.1.100:58230,0,1,35,88365,620.549
1731361417.761600,10.10.1.100:58218,0,1,40,102845,381.919
1731361417.762431,10.10.1.100:58228,,,40,101397,509.912
1731361417.791829,10.10.1.100:58230,0,1,38,97053,657.046
1731361417.792262,10.10.1.100:58218,0,1,40,102845,381.919
1731361417.793110,10.10.1.100:58228,,,40,101397,509.912
1731361417.822427,10.10.1.100:58230,0,1,40,102845,677.744
1731361417.822864,10.10.1.100:58218,0,1,40,102845,381.919
1731361417.823616,10.10.1.100:58228,,,40,101397,509.912
1731361417.852898,10.10.1.100:58230,0,1,40,102845,677.744
1731361417.853358,10.10.1.100:58218,0,1,43,111533,506.535
1731361417.854188,10.10.1.100:58228,,,40,101397,509.912
1731361417.883310,10.10.1.100:58230,0,1,40,102845,677.744
1731361417.883784,10.10.1.100:58218,0,1,46,120221,596.727
1731361417.884609,10.10.1.100:58228,,,40,101397,509.912
1731361417.913772,10.10.1.100:58230,0,1,40,102845,677.744
1731361417.914273,10.10.1.100:58218,0,1,48,126013,642.812
1731361417.915039,10.10.1.100:58228,,,40,101397,509.912
1731361417.944251,10.10.1.100:58230,0,1,41,105741,694.425
1731361417.944700,10.10.1.100:58218,0,1,50,131805,681.002
1731361417.945512,10.10.1.100:58228,,,40,101397,509.912
1731361417.974763,10.10.1.100:58230,0,1,42,108637,710.588
1731361417.975196,10.10.1.100:58218,0,1,50,131805,681.002
1731361417.975949,10.10.1.100:58228,,,41,104293,549.093
1731361418.005018,10.10.1.100:58230,0,1,42,108637,710.588
1731361418.005505,10.10.1.100:58218,1,2,50,25,715.73
1731361418.006267,10.10.1.100:58228,,,42,107189,584.933
1731361418.035511,10.10.1.100:58230,0,1,42,108637,710.588
1731361418.035966,10.10.1.100:58218,2,3,47,25,742.329
1731361418.036805,10.10.1.100:58228,,,42,107189,584.933
1731361418.065763,10.10.1.100:58230,0,1,42,108637,710.588
1731361418.066214,10.10.1.100:58218,3,4,44,25,762.748
1731361418.067039,10.10.1.100:58228,,,42,107189,584.933
1731361418.096258,10.10.1.100:58230,0,1,42,108637,710.588
1731361418.096744,10.10.1.100:58218,4,5,40,25,785.472
1731361418.097550,10.10.1.100:58228,,,42,107189,584.933
1731361418.126730,10.10.1.100:58230,0,1,42,108637,710.588
1731361418.127214,10.10.1.100:58218,5,6,37,25,795.89
1731361418.128028,10.10.1.100:58228,,,42,107189,584.933
1731361418.157365,10.10.1.100:58230,0,1,42,108637,710.588
1731361418.157810,10.10.1.100:58218,7,8,32,25,806.457
1731361418.158605,10.10.1.100:58228,,,42,107189,584.933
1731361418.187726,10.10.1.100:58230,0,1,42,108637,710.588
1731361418.188162,10.10.1.100:58218,7,8,31,25,810.162
1731361418.188966,10.10.1.100:58228,1,1,42,21,643.707
1731361418.217874,10.10.1.100:58230,0,1,42,108637,710.588
1731361418.218321,10.10.1.100:58218,7,8,31,25,810.162
1731361418.219119,10.10.1.100:58228,2,2,39,21,688.737
1731361418.248226,10.10.1.100:58230,0,1,42,108637,710.588
1731361418.248673,10.10.1.100:58218,7,8,31,25,810.162
1731361418.249419,10.10.1.100:58228,3,3,34,21,737.256
1731361418.278580,10.10.1.100:58230,0,1,42,108637,710.588
1731361418.279013,10.10.1.100:58218,7,8,31,25,810.162
1731361418.279753,10.10.1.100:58228,4,4,31,21,760.34
1731361418.309132,10.10.1.100:58230,0,1,42,108637,710.588
1731361418.309600,10.10.1.100:58218,7,8,31,25,810.162
1731361418.310504,10.10.1.100:58228,6,6,27,21,782.548
1731361418.339727,10.10.1.100:58230,0,1,42,108637,710.588
1731361418.340159,10.10.1.100:58218,7,8,31,25,810.162
1731361418.340964,10.10.1.100:58228,7,7,24,21,793.447
1731361418.370089,10.10.1.100:58230,0,1,42,108637,710.588
1731361418.370570,10.10.1.100:58218,7,8,31,25,810.162
1731361418.371393,10.10.1.100:58228,9,9,21,21,806.104
1731361418.400657,10.10.1.100:58230,0,1,42,108637,710.588
1731361418.401128,10.10.1.100:58218,7,8,31,25,810.162
1731361418.401875,10.10.1.100:58228,11,11,19,21,808.883
1731361418.431213,10.10.1.100:58230,1,2,42,21,739.913
1731361418.431699,10.10.1.100:58218,7,8,31,25,810.162
1731361418.432505,10.10.1.100:58228,12,12,19,21,812.233
1731361418.461774,10.10.1.100:58230,2,3,39,21,760.867
1731361418.462254,10.10.1.100:58218,7,8,31,25,810.162
1731361418.463004,10.10.1.100:58228,12,12,19,21,812.233
1731361418.492326,10.10.1.100:58230,3,4,36,21,785.608
1731361418.492779,10.10.1.100:58218,7,8,31,25,810.162
1731361418.493554,10.10.1.100:58228,12,12,19,21,812.233
1731361418.522898,10.10.1.100:58230,4,5,33,21,797.33
1731361418.523372,10.10.1.100:58218,7,8,31,25,810.162
1731361418.524134,10.10.1.100:58228,12,12,19,21,812.233
1731361418.553401,10.10.1.100:58230,6,7,29,21,809.995
1731361418.553845,10.10.1.100:58218,7,8,31,25,810.162
1731361418.554650,10.10.1.100:58228,12,12,19,21,812.233
1731361418.583778,10.10.1.100:58230,7,8,26,21,816.042
1731361418.584217,10.10.1.100:58218,7,8,31,25,810.162
1731361418.584932,10.10.1.100:58228,12,12,19,21,812.233
1731361418.614158,10.10.1.100:58230,8,9,21,21,822.561
1731361418.614625,10.10.1.100:58218,7,8,31,25,810.162
1731361418.615416,10.10.1.100:58228,12,12,19,21,812.233
1731361418.644831,10.10.1.100:58230,10,11,19,21,825.682
1731361418.645268,10.10.1.100:58218,7,8,31,25,810.162
1731361418.646080,10.10.1.100:58228,12,12,19,21,812.233
1731361418.675495,10.10.1.100:58230,11,12,18,21,826.928
1731361418.675939,10.10.1.100:58218,8,9,27,25,816.186
1731361418.676718,10.10.1.100:58228,12,12,19,21,812.233
1731361418.706103,10.10.1.100:58230,11,12,18,21,826.928
1731361418.706565,10.10.1.100:58218,9,10,24,25,820.777
1731361418.707298,10.10.1.100:58228,12,12,19,21,812.233
1731361418.736636,10.10.1.100:58230,11,12,18,21,826.928
1731361418.737093,10.10.1.100:58218,12,13,21,25,825.675
1731361418.737899,10.10.1.100:58228,12,12,19,21,812.233
1731361418.767334,10.10.1.100:58230,11,12,18,21,826.928
1731361418.767819,10.10.1.100:58218,14,15,19,25,828.116
1731361418.768550,10.10.1.100:58228,12,12,19,21,812.233
1731361418.797839,10.10.1.100:58230,13,14,16,21,828.948
1731361418.798307,10.10.1.100:58218,15,16,18,25,829.053
1731361418.799135,10.10.1.100:58228,12,12,19,21,812.233
1731361418.828364,10.10.1.100:58230,13,14,16,21,828.948
1731361418.828814,10.10.1.100:58218,16,17,17,25,829.886
1731361418.829538,10.10.1.100:58228,14,14,17,21,817.761
1731361418.858693,10.10.1.100:58230,13,14,16,21,828.948
1731361418.859134,10.10.1.100:58218,24,27,25,25,829.819
1731361418.859945,10.10.1.100:58228,14,14,17,21,817.761
1731361418.889306,10.10.1.100:58230,13,14,16,21,828.948
1731361418.889744,10.10.1.100:58218,21,27,25,25,819.529
1731361418.890610,10.10.1.100:58228,14,14,17,21,817.761
1731361418.919868,10.10.1.100:58230,13,14,16,21,828.948
1731361418.920304,10.10.1.100:58218,19,27,25,25,807.593
1731361418.921131,10.10.1.100:58228,14,14,17,21,817.761
1731361418.950226,10.10.1.100:58230,13,14,16,21,828.948
1731361418.950672,10.10.1.100:58218,19,27,25,25,807.593
1731361418.951476,10.10.1.100:58228,16,16,16,21,803.61
1731361418.980620,10.10.1.100:58230,13,14,16,21,828.948
1731361418.981070,10.10.1.100:58218,19,27,25,25,807.593
1731361418.981820,10.10.1.100:58228,17,20,21,21,785.768
1731361419.011021,10.10.1.100:58230,13,14,16,21,828.948
1731361419.011497,10.10.1.100:58218,19,27,25,25,807.593
1731361419.012260,10.10.1.100:58228,15,20,21,21,770.494
1731361419.041446,10.10.1.100:58230,13,14,16,21,828.948
1731361419.041917,10.10.1.100:58218,19,27,25,25,807.593
1731361419.042728,10.10.1.100:58228,12,20,21,21,743.778
1731361419.071981,10.10.1.100:58230,13,14,16,21,828.948
1731361419.072418,10.10.1.100:58218,19,27,25,25,807.593
1731361419.073191,10.10.1.100:58228,9,20,21,21,722.066
1731361419.102693,10.10.1.100:58230,14,15,15,21,810.108
1731361419.103126,10.10.1.100:58218,19,27,25,25,807.593
1731361419.103854,10.10.1.100:58228,8,20,21,21,716.558
1731361419.133149,10.10.1.100:58230,18,21,21,21,769.106
1731361419.133573,10.10.1.100:58218,19,27,25,25,807.593
1731361419.134431,10.10.1.100:58228,8,20,21,21,716.558
1731361419.163618,10.10.1.100:58230,16,21,21,21,743.441
1731361419.164052,10.10.1.100:58218,19,27,25,25,807.593
1731361419.164773,10.10.1.100:58228,8,20,21,21,716.558
1731361419.194285,10.10.1.100:58230,13,21,21,21,705.74
1731361419.194742,10.10.1.100:58218,19,27,25,25,807.593
1731361419.195572,10.10.1.100:58228,8,20,21,21,716.558
1731361419.224832,10.10.1.100:58230,11,21,21,21,680.864
1731361419.225273,10.10.1.100:58218,19,27,25,25,807.593
1731361419.226077,10.10.1.100:58228,8,20,21,21,716.558
1731361419.255391,10.10.1.100:58230,9,21,21,21,660.505
1731361419.255848,10.10.1.100:58218,18,27,25,25,780.768
1731361419.256688,10.10.1.100:58228,8,20,21,21,716.558
1731361419.286222,10.10.1.100:58230,9,21,21,21,660.505
1731361419.286660,10.10.1.100:58218,16,27,25,25,731.135
1731361419.287387,10.10.1.100:58228,8,20,21,21,716.558
1731361419.316781,10.10.1.100:58230,9,21,21,21,660.505
1731361419.317222,10.10.1.100:58218,13,27,25,25,677.823
1731361419.318012,10.10.1.100:58228,8,20,21,21,716.558
1731361419.347465,10.10.1.100:58230,8,21,21,21,649.067
1731361419.347926,10.10.1.100:58218,11,27,25,25,652.318
1731361419.348720,10.10.1.100:58228,8,20,21,21,716.558
1731361419.378387,10.10.1.100:58230,7,21,21,21,639.059
1731361419.378913,10.10.1.100:58218,11,27,25,25,652.318
1731361419.379708,10.10.1.100:58228,7,20,21,21,698.113
1731361419.409725,10.10.1.100:58230,7,21,21,21,639.059
1731361419.410199,10.10.1.100:58218,9,27,25,25,632.79
1731361419.411026,10.10.1.100:58228,6,20,21,21,681.974
1731361419.440630,10.10.1.100:58230,7,21,21,21,639.059
1731361419.441104,10.10.1.100:58218,7,27,25,25,619.449
1731361419.441826,10.10.1.100:58228,6,20,21,21,681.974
1731361419.470942,10.10.1.100:58230,7,21,21,21,639.059
1731361419.471386,10.10.1.100:58218,5,27,25,25,614.984
1731361419.472259,10.10.1.100:58228,6,20,21,21,681.974
1731361419.501597,10.10.1.100:58230,7,21,21,21,639.059
1731361419.502056,10.10.1.100:58218,2,27,25,25,620.292
1731361419.502779,10.10.1.100:58228,6,20,21,21,681.974
1731361419.531983,10.10.1.100:58230,7,21,21,21,639.059
1731361419.532420,10.10.1.100:58218,0,27,25,25,635.585
1731361419.533247,10.10.1.100:58228,6,20,21,21,681.974
1731361419.562460,10.10.1.100:58230,7,21,21,21,639.059
1731361419.562896,10.10.1.100:58218,0,27,25,25,645.527
1731361419.563744,10.10.1.100:58228,6,20,21,21,681.974
1731361419.593076,10.10.1.100:58230,7,21,21,21,639.059
1731361419.593548,10.10.1.100:58218,0,27,25,25,656.358
1731361419.594392,10.10.1.100:58228,6,20,21,21,681.974
1731361419.623861,10.10.1.100:58230,7,21,21,21,639.059
1731361419.624319,10.10.1.100:58218,0,27,25,25,656.358
1731361419.625038,10.10.1.100:58228,4,20,21,21,681.043
1731361419.654634,10.10.1.100:58230,7,21,21,21,639.059
1731361419.655097,10.10.1.100:58218,0,27,25,25,656.358
1731361419.655955,10.10.1.100:58228,1,20,21,21,684.585
1731361419.685377,10.10.1.100:58230,7,21,21,21,639.059
1731361419.685840,10.10.1.100:58218,0,27,25,25,656.358
1731361419.686666,10.10.1.100:58228,0,20,21,21,693.15
1731361419.715972,10.10.1.100:58230,7,21,21,21,639.059
1731361419.716436,10.10.1.100:58218,0,27,25,25,656.358
1731361419.717187,10.10.1.100:58228,0,20,21,21,708.3
1731361419.746567,10.10.1.100:58230,7,21,21,21,639.059
1731361419.747008,10.10.1.100:58218,0,27,25,25,656.358
1731361419.747778,10.10.1.100:58228,0,20,21,21,715.436
1731361419.777051,10.10.1.100:58230,7,21,21,21,639.059
1731361419.777514,10.10.1.100:58218,0,27,25,25,656.358
1731361419.778339,10.10.1.100:58228,0,20,21,21,723.139
1731361419.807783,10.10.1.100:58230,7,21,21,21,639.059
1731361419.808241,10.10.1.100:58218,0,27,25,25,656.358
1731361419.809085,10.10.1.100:58228,0,20,21,21,726.815
1731361419.838259,10.10.1.100:58230,6,21,21,21,651.551
1731361419.838723,10.10.1.100:58218,0,27,25,25,656.358
1731361419.839533,10.10.1.100:58228,0,20,21,21,729.662
1731361419.868909,10.10.1.100:58230,3,21,21,21,681.682
1731361419.869349,10.10.1.100:58218,0,27,25,25,656.358
1731361419.870188,10.10.1.100:58228,0,20,21,21,729.662
1731361419.899740,10.10.1.100:58230,1,21,21,21,702.241
1731361419.900219,10.10.1.100:58218,0,27,25,25,656.358
1731361419.901055,10.10.1.100:58228,0,20,21,21,729.662
1731361419.930502,10.10.1.100:58230,0,21,21,21,723.606
1731361419.930936,10.10.1.100:58218,0,27,25,25,656.358
1731361419.931672,10.10.1.100:58228,0,20,21,21,729.662
1731361419.961091,10.10.1.100:58230,0,21,21,21,752.544
1731361419.961549,10.10.1.100:58218,0,27,25,25,656.358
1731361419.962401,10.10.1.100:58228,0,20,21,21,729.662
1731361419.991791,10.10.1.100:58230,0,21,21,21,771.979
1731361419.992229,10.10.1.100:58218,0,27,25,25,656.358
1731361419.993047,10.10.1.100:58228,0,20,21,21,729.662
1731361420.022617,10.10.1.100:58230,0,21,21,21,781.2
1731361420.023055,10.10.1.100:58218,0,27,25,25,656.358
1731361420.023774,10.10.1.100:58228,0,20,21,21,729.662
1731361420.053177,10.10.1.100:58230,0,21,21,21,791.192
1731361420.053680,10.10.1.100:58218,0,27,25,25,656.358
1731361420.054526,10.10.1.100:58228,0,20,21,21,729.662
1731361420.084086,10.10.1.100:58230,0,21,21,21,791.192
1731361420.084533,10.10.1.100:58218,0,27,25,25,692.58
1731361420.085314,10.10.1.100:58228,0,20,21,21,729.662
1731361420.115007,10.10.1.100:58230,0,21,21,21,791.192
1731361420.115512,10.10.1.100:58218,0,27,25,25,731.793
1731361420.116309,10.10.1.100:58228,0,20,21,21,729.662
1731361420.145538,10.10.1.100:58230,0,21,21,21,791.192
1731361420.145999,10.10.1.100:58218,0,27,25,25,750.475
1731361420.146851,10.10.1.100:58228,0,20,21,21,729.662
1731361420.176373,10.10.1.100:58230,0,21,21,21,795.944
1731361420.176829,10.10.1.100:58218,0,27,25,25,758.107
1731361420.177621,10.10.1.100:58228,0,20,21,21,729.662
1731361420.207047,10.10.1.100:58230,0,21,21,21,795.944
1731361420.207507,10.10.1.100:58218,0,27,25,25,758.107
1731361420.208243,10.10.1.100:58228,0,20,21,21,748.831
1731361420.237572,10.10.1.100:58230,0,21,21,21,795.944
1731361420.238019,10.10.1.100:58218,0,27,25,25,775.792
1731361420.238822,10.10.1.100:58228,0,20,21,21,748.831
1731361420.268132,10.10.1.100:58230,0,21,21,21,795.944
1731361420.268572,10.10.1.100:58218,0,27,25,25,784.22
1731361420.269323,10.10.1.100:58228,0,20,21,21,748.831
1731361420.298764,10.10.1.100:58230,0,21,21,21,795.944
1731361420.299203,10.10.1.100:58218,0,27,25,25,793.233
1731361420.300016,10.10.1.100:58228,0,20,21,21,748.831
1731361420.329345,10.10.1.100:58230,0,21,21,21,795.944
1731361420.329786,10.10.1.100:58218,0,27,26,25,797.546
1731361420.330617,10.10.1.100:58228,0,20,21,21,748.831
1731361420.360255,10.10.1.100:58230,0,21,21,21,795.944
1731361420.360740,10.10.1.100:58218,0,27,26,25,802.077
1731361420.361461,10.10.1.100:58228,0,20,21,21,748.831
1731361420.391094,10.10.1.100:58230,0,21,21,21,795.944
1731361420.391532,10.10.1.100:58218,0,27,26,25,804.265
1731361420.392367,10.10.1.100:58228,0,20,21,21,748.831
1731361420.421534,10.10.1.100:58230,0,21,21,21,795.944
1731361420.422025,10.10.1.100:58218,0,27,26,25,805.973
1731361420.422803,10.10.1.100:58228,0,20,21,21,756.641
1731361420.451896,10.10.1.100:58230,0,21,21,21,795.944
1731361420.452356,10.10.1.100:58218,0,27,26,25,805.973
1731361420.453232,10.10.1.100:58228,0,20,21,21,774.751
1731361420.482305,10.10.1.100:58230,0,21,21,21,795.944
1731361420.482743,10.10.1.100:58218,0,27,26,25,805.973
1731361420.483560,10.10.1.100:58228,0,20,22,21,783.325
1731361420.513007,10.10.1.100:58230,0,21,21,21,795.944
1731361420.513443,10.10.1.100:58218,0,27,26,25,805.973
1731361420.514345,10.10.1.100:58228,0,20,22,21,792.573
1731361420.543702,10.10.1.100:58230,0,21,21,21,795.944
1731361420.544143,10.10.1.100:58218,0,27,26,25,805.973
1731361420.544903,10.10.1.100:58228,0,20,22,21,796.997
1731361420.573920,10.10.1.100:58230,0,21,21,21,795.944
1731361420.574369,10.10.1.100:58218,0,27,26,25,805.973
1731361420.575234,10.10.1.100:58228,0,20,22,21,801.796
1731361420.604580,10.10.1.100:58230,0,21,21,21,795.944
1731361420.605039,10.10.1.100:58218,0,27,26,25,805.973
1731361420.605883,10.10.1.100:58228,0,20,22,21,804.046
1731361420.635395,10.10.1.100:58230,0,21,21,21,795.944
1731361420.635890,10.10.1.100:58218,0,27,26,25,805.973
1731361420.636758,10.10.1.100:58228,0,20,22,21,806.428
1731361420.666131,10.10.1.100:58230,0,21,21,21,799.588
1731361420.666607,10.10.1.100:58218,0,27,26,25,805.973
1731361420.667437,10.10.1.100:58228,0,20,22,21,806.428
1731361420.696672,10.10.1.100:58230,0,21,21,21,803.64
1731361420.697121,10.10.1.100:58218,0,27,26,25,805.973
1731361420.697939,10.10.1.100:58228,0,20,22,21,806.428
1731361420.727454,10.10.1.100:58230,0,21,22,21,805.521
1731361420.727895,10.10.1.100:58218,0,27,26,25,805.973
1731361420.728676,10.10.1.100:58228,0,20,22,21,806.428
1731361420.758674,10.10.1.100:58230,0,21,22,21,807.473
1731361420.759116,10.10.1.100:58218,0,27,26,25,805.973
1731361420.759904,10.10.1.100:58228,0,20,22,21,806.428
1731361420.789549,10.10.1.100:58230,0,21,22,21,808.492
1731361420.790020,10.10.1.100:58218,0,27,26,25,805.973
1731361420.790912,10.10.1.100:58228,0,20,22,21,806.428
1731361420.820208,10.10.1.100:58230,0,21,22,21,809.461
1731361420.820644,10.10.1.100:58218,0,27,26,25,805.973
1731361420.821384,10.10.1.100:58228,0,20,22,21,806.428
1731361420.850732,10.10.1.100:58230,0,21,22,21,809.764
1731361420.851190,10.10.1.100:58218,0,27,26,25,805.973
1731361420.852041,10.10.1.100:58228,0,20,22,21,806.428
1731361420.881203,10.10.1.100:58230,0,21,22,21,811.5
1731361420.881659,10.10.1.100:58218,0,27,26,25,806.676
1731361420.882405,10.10.1.100:58228,0,20,22,21,806.428
1731361420.911832,10.10.1.100:58230,0,21,22,21,816.698
1731361420.912278,10.10.1.100:58218,0,27,26,25,808.33
1731361420.913097,10.10.1.100:58228,0,20,22,21,806.428
1731361420.942458,10.10.1.100:58230,0,21,22,21,816.698
1731361420.942896,10.10.1.100:58218,0,27,26,25,809.059
1731361420.943703,10.10.1.100:58228,0,20,22,21,806.428
1731361420.973035,10.10.1.100:58230,0,21,22,21,816.698
1731361420.973474,10.10.1.100:58218,0,27,26,25,809.642
1731361420.974344,10.10.1.100:58228,0,20,22,21,806.428
1731361421.003571,10.10.1.100:58230,0,21,22,21,817.576
1731361421.004027,10.10.1.100:58218,0,27,26,25,809.642
1731361421.004826,10.10.1.100:58228,0,20,22,21,807.023
1731361421.034010,10.10.1.100:58230,0,21,22,21,817.576
1731361421.034453,10.10.1.100:58218,0,27,26,25,810.081
1731361421.035352,10.10.1.100:58228,0,20,22,21,807.587
1731361421.064742,10.10.1.100:58230,0,21,22,21,817.576
1731361421.065196,10.10.1.100:58218,0,27,26,25,810.358
1731361421.065935,10.10.1.100:58228,0,20,22,21,807.587
1731361421.095379,10.10.1.100:58230,0,21,22,21,817.576
1731361421.095902,10.10.1.100:58218,0,27,26,25,810.764
1731361421.096754,10.10.1.100:58228,0,20,22,21,807.587
1731361421.126032,10.10.1.100:58230,0,21,22,21,817.576
1731361421.126514,10.10.1.100:58218,0,27,26,25,810.948
1731361421.127327,10.10.1.100:58228,0,20,22,21,807.587
1731361421.156639,10.10.1.100:58230,0,21,22,21,817.576
1731361421.157111,10.10.1.100:58218,0,27,27,25,813.97
1731361421.157945,10.10.1.100:58228,0,20,22,21,807.587
1731361421.187252,10.10.1.100:58230,0,21,22,21,817.576
1731361421.187708,10.10.1.100:58218,0,27,27,25,816.314
1731361421.188560,10.10.1.100:58228,0,20,22,21,807.587
1731361421.218080,10.10.1.100:58230,0,21,22,21,817.576
1731361421.218553,10.10.1.100:58218,0,27,27,25,818.835
1731361421.219349,10.10.1.100:58228,0,20,22,21,807.587
1731361421.248815,10.10.1.100:58230,0,21,22,21,817.576
1731361421.249292,10.10.1.100:58218,0,27,27,25,819.411
1731361421.250098,10.10.1.100:58228,0,20,22,21,809.624
1731361421.279748,10.10.1.100:58230,0,21,22,21,817.576
1731361421.280188,10.10.1.100:58218,0,27,27,25,819.411
